1 1 -22.251898550724597
1 2 -65.86274154589381
1 3 -105.77872946859918
1 4 -270.2956739130431
1 5 -1168.3043236714961
1 6 -1681.542251207728
1 7 -1886.6616545893726
1 8 -1941.257111111113
1 9 -1921.76547584541
1 10 -1928.060700483091
2 1 46.57367874396132
2 2 -50.79517632850226
2 3 -81.35247826086939
2 4 -160.26755797101444
2 5 -993.6598792270532
2 6 -1607.376256038651
2 7 -1918.7503526570042
2 8 -2100.526241545893
2 9 -2148.129200483088
2 10 -2038.504062801937
3 1 125.57845410628026
3 2 -36.15253140096618
3 3 -66.65956280193251
3 4 -98.5202850241545
3 5 -685.3505700483078
3 6 -1477.0502004830928
3 7 -1885.0694106280162
3 8 -2106.3503937198097
3 9 -2216.045473429961
3 10 -2283.6898671497515
4 1 156.18158695652198
4 2 87.58693236714974
4 3 -40.03940821256038
4 4 -91.39566425120768
4 5 -327.4242463768112
4 6 -1273.7624516908204
4 7 -1781.7284855072508
4 8 -1979.8981231884022
4 9 -2147.3071835748783
4 10 -2345.337224637678
5 1 303.5681304347826
5 2 131.77200483091775
5 3 59.32207971014506
5 4 -67.96304589371985
5 5 -174.1431231884058
5 6 -1023.7392874396154
5 7 -1521.4412294685953
5 8 -1787.321666666669
5 9 -1960.4077705314023
5 10 -2158.7410845410673
6 1 340.32080434782597
6 2 258.3764033816429
6 3 221.4890458937199
6 4 27.913193236714996
6 5 -76.64015458937185
6 6 -340.86611594202844
6 7 -1153.1571714975844
6 8 -1550.5236618357474
6 9 -1705.4253888888888
6 10 -2143.219386473424
7 1 433.62386231884136
7 2 330.5263792270532
7 3 441.6151352657007
7 4 179.2472753623186
7 5 47.64695410628016
7 6 -65.06020772946863
7 7 -404.13936956521616
7 8 -1201.3098695652175
7 9 -1234.4405289855065
7 10 -1515.2184202898525
8 1 374.0414734299505
8 2 367.0684347826093
8 3 561.8055942029007
8 4 334.8266618357494
8 5 462.01744685990366
8 6 145.69861594202908
8 7 -68.78308937198061
8 8 -365.5329685990344
8 9 -474.098275362319
8 10 -547.9988574879244
9 1 328.58580434782584
9 2 306.8711859903393
9 3 527.5587753623203
9 4 463.92284782608766
9 5 687.3289154589351
9 6 674.4615990338161
9 7 201.56909178743936
9 8 -28.493613526569934
9 9 -89.81119082125586
9 10 -10.98336714975856
10 1 352.67601449275304
10 2 265.24421256038715
10 3 545.0513454106268
10 4 639.0580603864738
10 5 912.8821932367152
10 6 917.3521352656984
10 7 331.3304251207729
10 8 132.82685990338146
10 9 71.50768357487925
10 10 435.77979468599096
